"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model","no_pca"
"tabpfnv2p5_REG_TEXT_SPORTS_FIFA22_WAGES_4","0.8170176634551435","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:56:03.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","26","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_FIFA22_WAGES_4","0.7182475035073881","4","all","TabPFN-v2 🤯","2026-04-23T07:56:00.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","30","tf-idf","false"
"tabm_REG_TEXT_SPORTS_FIFA22_WAGES_4","0.7655179663526035","4","all","TabM Ⓜ️","2026-04-23T07:55:59.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","22","tf-idf","false"
"cat_REG_TEXT_SPORTS_FIFA22_WAGES_4","0.773358006573734","4","all","CatBoost 😸","2026-04-23T07:55:49.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","17","tf-idf","false"
"light_REG_TEXT_SPORTS_FIFA22_WAGES_4","0.7858051994562006","4","all","LightGBM 💡","2026-04-23T07:55:37.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","18","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_FIFA22_WAGES_3","0.8182027390359501","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:55:27.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","27","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_FIFA22_WAGES_3","0.7458613749938016","3","all","TabPFN-v2 🤯","2026-04-23T07:55:26.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","31","tf-idf","false"
"tabm_REG_TEXT_SPORTS_FIFA22_WAGES_3","0.7846013199571387","3","all","TabM Ⓜ️","2026-04-23T07:55:22.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","21","tf-idf","false"
"cat_REG_TEXT_SPORTS_FIFA22_WAGES_3","0.7807703092688552","3","all","CatBoost 😸","2026-04-23T07:55:14.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","18","tf-idf","false"
"light_REG_TEXT_SPORTS_FIFA22_WAGES_3","0.7728074624405574","3","all","LightGBM 💡","2026-04-23T07:55:03.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","17","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_FIFA22_WAGES_2","0.8009513665324914","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:54:49.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","27","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_FIFA22_WAGES_2","0.7241753003964679","2","all","TabPFN-v2 🤯","2026-04-23T07:54:49.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","31","tf-idf","false"
"tabm_REG_TEXT_SPORTS_FIFA22_WAGES_2","0.7782735820553124","2","all","TabM Ⓜ️","2026-04-23T07:54:46.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","23","tf-idf","false"
"cat_REG_TEXT_SPORTS_FIFA22_WAGES_2","0.7639650649352512","2","all","CatBoost 😸","2026-04-23T07:54:41.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","17","tf-idf","false"
"light_REG_TEXT_SPORTS_FIFA22_WAGES_2","0.75009282457619","2","all","LightGBM 💡","2026-04-23T07:54:23.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","17","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_FIFA22_WAGES_1","0.7682973260522978","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:54:16.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","27","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_FIFA22_WAGES_1","0.7283577134786445","1","all","TabPFN-v2 🤯","2026-04-23T07:54:15.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","31","tf-idf","false"
"tabm_REG_TEXT_SPORTS_FIFA22_WAGES_1","0.7421920152832717","1","all","TabM Ⓜ️","2026-04-23T07:54:13.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","23","tf-idf","false"
"cat_REG_TEXT_SPORTS_FIFA22_WAGES_1","0.7254420714060064","1","all","CatBoost 😸","2026-04-23T07:53:59.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","18","tf-idf","false"
"light_REG_TEXT_SPORTS_FIFA22_WAGES_1","0.7314230939864428","1","all","LightGBM 💡","2026-04-23T07:53:54.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.815132295995676","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:53:42.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","26","tf-idf","false"
"tabpfnv2_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.7811652036746035","0","all","TabPFN-v2 🤯","2026-04-23T07:53:16.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","33","tf-idf","false"
"tabm_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.7980071046661009","0","all","TabM Ⓜ️","2026-04-23T07:53:14.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","25","tf-idf","false"
"cat_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.8017647358683111","0","all","CatBoost 😸","2026-04-23T07:52:47.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","21","tf-idf","false"
"light_REG_TEXT_SPORTS_FIFA22_WAGES_0","0.7936291607396457","0","all","LightGBM 💡","2026-04-23T07:52:25.000Z","REG_TEXT_SPORTS_FIFA22_WAGES","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_4","0.006831467151641846","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:51:54.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","119","tf-idf","false"
"tabpfnv2_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_4","0.008689820766448975","4","all","TabPFN-v2 🤯","2026-04-23T07:51:53.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","133","tf-idf","false"
"tabm_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_4","-0.008649706840515137","4","all","TabM Ⓜ️","2026-04-23T07:51:42.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","85","tf-idf","false"
"cat_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_4","-0.0028540687443641133","4","all","CatBoost 😸","2026-04-23T07:50:57.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","83","tf-idf","false"
"light_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_4","-0.2395895238572574","4","all","LightGBM 💡","2026-04-23T07:50:16.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","81","tf-idf","false"
"tabpfnv2p5_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_3","0.013695836067199709","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:49:55.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","116","tf-idf","false"
"tabpfnv2_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_3","0.0029491782188415527","3","all","TabPFN-v2 🤯","2026-04-23T07:49:44.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","124","tf-idf","false"
"tabm_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_3","-0.0010595321655273438","3","all","TabM Ⓜ️","2026-04-23T07:49:26.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","87","tf-idf","false"
"cat_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_3","0.00010229690800112046","3","all","CatBoost 😸","2026-04-23T07:48:44.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","89","tf-idf","false"
"light_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_3","-0.15662904154147816","3","all","LightGBM 💡","2026-04-23T07:47:59.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","81","tf-idf","false"
"tabpfnv2p5_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_2","-0.00925302505493164","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:47:46.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","112","tf-idf","false"
"tabpfnv2_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_2","0.0013683438301086426","2","all","TabPFN-v2 🤯","2026-04-23T07:47:41.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","128","tf-idf","false"
"tabm_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_2","0.005082368850708008","2","all","TabM Ⓜ️","2026-04-23T07:47:19.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","82","tf-idf","false"
"cat_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_2","0.00010810229558499972","2","all","CatBoost 😸","2026-04-23T07:46:33.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","79","tf-idf","false"
"light_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_2","-0.24308252895045543","2","all","LightGBM 💡","2026-04-23T07:45:53.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","81","tf-idf","false"
"tabpfnv2p5_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_1","0.003825664520263672","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:45:49.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","111","tf-idf","false"
"tabpfnv2_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_1","0.0015081167221069336","1","all","TabPFN-v2 🤯","2026-04-23T07:45:33.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","123","tf-idf","false"
"tabm_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_1","0.001331329345703125","1","all","TabM Ⓜ️","2026-04-23T07:45:01.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","87","tf-idf","false"
"cat_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_1","-0.001047137693552136","1","all","CatBoost 😸","2026-04-23T07:44:22.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","80","tf-idf","false"
"light_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_1","0.042802833774590376","1","all","LightGBM 💡","2026-04-23T07:44:06.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","81","tf-idf","false"
"tabpfnv2p5_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_0","0.016306936740875244","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:43:55.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","115","tf-idf","false"
"tabpfnv2_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_0","0.006910860538482666","0","all","TabPFN-v2 🤯","2026-04-23T07:42:53.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","125","tf-idf","false"
"tabm_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_0","0.0008409619331359863","0","all","TabM Ⓜ️","2026-04-23T07:42:51.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","84","tf-idf","false"
"cat_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_0","-0.011189516753929318","0","all","CatBoost 😸","2026-04-23T07:42:39.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","79","tf-idf","false"
"light_REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE_0","-0.14162158049300766","0","all","LightGBM 💡","2026-04-23T07:42:29.000Z","REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE","79","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_COFFEE_REVIEW_4","0.9956268668174744","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:42:08.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","35","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_COFFEE_REVIEW_4","0.9584245085716248","4","all","TabPFN-v2 🤯","2026-04-23T07:42:04.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","44","tf-idf","false"
"tabm_REG_TEXT_FOOD_COFFEE_REVIEW_4","0.99322509765625","4","all","TabM Ⓜ️","2026-04-23T07:42:00.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","34","tf-idf","false"
"cat_REG_TEXT_FOOD_COFFEE_REVIEW_4","0.9805978831438624","4","all","CatBoost 😸","2026-04-23T07:41:35.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","47","tf-idf","false"
"light_REG_TEXT_FOOD_COFFEE_REVIEW_4","0.95034186002568","4","all","LightGBM 💡","2026-04-23T07:41:22.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","35","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_COFFEE_REVIEW_3","0.999763548374176","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:41:04.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","52","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_COFFEE_REVIEW_3","0.9982562065124512","3","all","TabPFN-v2 🤯","2026-04-23T07:41:03.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","59","tf-idf","false"
"tabm_REG_TEXT_FOOD_COFFEE_REVIEW_3","0.9975515007972716","3","all","TabM Ⓜ️","2026-04-23T07:40:56.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","33","tf-idf","false"
"cat_REG_TEXT_FOOD_COFFEE_REVIEW_3","0.9980081929269272","3","all","CatBoost 😸","2026-04-23T07:40:43.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","35","tf-idf","false"
"light_REG_TEXT_FOOD_COFFEE_REVIEW_3","0.9919348276947794","3","all","LightGBM 💡","2026-04-23T07:40:30.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","27","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_COFFEE_REVIEW_2","0.9978829026222228","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:40:13.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","39","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_COFFEE_REVIEW_2","0.9703380465507508","2","all","TabPFN-v2 🤯","2026-04-23T07:40:10.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","48","tf-idf","false"
"tabm_REG_TEXT_FOOD_COFFEE_REVIEW_2","0.9942439794540404","2","all","TabM Ⓜ️","2026-04-23T07:40:05.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","33","tf-idf","false"
"cat_REG_TEXT_FOOD_COFFEE_REVIEW_2","0.9908728342358432","2","all","CatBoost 😸","2026-04-23T07:39:47.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","39","tf-idf","false"
"light_REG_TEXT_FOOD_COFFEE_REVIEW_2","0.98243496377049","2","all","LightGBM 💡","2026-04-23T07:39:39.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","26","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_COFFEE_REVIEW_1","0.9963235259056092","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:39:27.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","37","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_COFFEE_REVIEW_1","0.9790273308753968","1","all","TabPFN-v2 🤯","2026-04-23T07:39:16.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","44","tf-idf","false"
"tabm_REG_TEXT_FOOD_COFFEE_REVIEW_1","0.992517113685608","1","all","TabM Ⓜ️","2026-04-23T07:39:04.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","38","tf-idf","false"
"cat_REG_TEXT_FOOD_COFFEE_REVIEW_1","0.9860062506915628","1","all","CatBoost 😸","2026-04-23T07:38:55.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","40","tf-idf","false"
"light_REG_TEXT_FOOD_COFFEE_REVIEW_1","0.9745820085938246","1","all","LightGBM 💡","2026-04-23T07:38:53.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","25","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_COFFEE_REVIEW_0","0.990703582763672","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:38:37.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","35","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_COFFEE_REVIEW_0","0.9887835383415222","0","all","TabPFN-v2 🤯","2026-04-23T07:38:15.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","46","tf-idf","false"
"tabm_REG_TEXT_FOOD_COFFEE_REVIEW_0","0.9895723462104796","0","all","TabM Ⓜ️","2026-04-23T07:38:12.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","37","tf-idf","false"
"cat_REG_TEXT_FOOD_COFFEE_REVIEW_0","0.9869682503556568","0","all","CatBoost 😸","2026-04-23T07:38:05.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","44","tf-idf","false"
"light_REG_TEXT_FOOD_COFFEE_REVIEW_0","0.9780154434707524","0","all","LightGBM 💡","2026-04-23T07:38:04.000Z","REG_TEXT_FOOD_COFFEE_REVIEW","28","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_4","0.3324428641602797","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:37:53.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","18","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_4","0.28376540891941504","4","all","TabPFN-v2 🤯","2026-04-23T07:37:44.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","20","tf-idf","false"
"tabm_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_4","0.2606840930210026","4","all","TabM Ⓜ️","2026-04-23T07:37:43.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","19","tf-idf","false"
"cat_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_4","0.28872683408495325","4","all","CatBoost 😸","2026-04-23T07:37:36.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","21","tf-idf","false"
"light_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_4","0.2561345866035645","4","all","LightGBM 💡","2026-04-23T07:37:31.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_3","0.26288252628127706","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:37:22.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","18","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_3","0.2641078295954543","3","all","TabPFN-v2 🤯","2026-04-23T07:37:15.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","22","tf-idf","false"
"tabm_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_3","0.2383382881150905","3","all","TabM Ⓜ️","2026-04-23T07:37:14.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","19","tf-idf","false"
"cat_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_3","0.25824418786504433","3","all","CatBoost 😸","2026-04-23T07:37:03.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","23","tf-idf","false"
"light_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_3","0.1724867387951854","3","all","LightGBM 💡","2026-04-23T07:37:00.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_2","0.2026343599198663","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:36:47.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","20","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_2","0.19023779879639968","2","all","TabPFN-v2 🤯","2026-04-23T07:36:46.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","21","tf-idf","false"
"tabm_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_2","0.16546375040222072","2","all","TabM Ⓜ️","2026-04-23T07:36:36.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","18","tf-idf","false"
"cat_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_2","0.1902273504321661","2","all","CatBoost 😸","2026-04-23T07:36:35.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","21","tf-idf","false"
"light_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_2","0.11488548264474152","2","all","LightGBM 💡","2026-04-23T07:36:25.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_1","0.3642956299272193","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:36:18.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","20","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_1","0.30049812201532156","1","all","TabPFN-v2 🤯","2026-04-23T07:36:08.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","21","tf-idf","false"
"tabm_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_1","0.29308656306299186","1","all","TabM Ⓜ️","2026-04-23T07:36:03.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","17","tf-idf","false"
"cat_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_1","0.2512064526041221","1","all","CatBoost 😸","2026-04-23T07:36:02.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","26","tf-idf","false"
"light_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_1","0.2352307889094708","1","all","LightGBM 💡","2026-04-23T07:35:55.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_0","0.33898633205744366","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:35:40.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","19","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_0","0.2579755899789685","0","all","TabPFN-v2 🤯","2026-04-23T07:35:40.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","21","tf-idf","false"
"tabm_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_0","0.26310380013562995","0","all","TabM Ⓜ️","2026-04-23T07:35:39.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","19","tf-idf","false"
"cat_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_0","0.2429373445630656","0","all","CatBoost 😸","2026-04-23T07:35:27.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","22","tf-idf","false"
"light_REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS_0","0.22207916923648252","0","all","LightGBM 💡","2026-04-23T07:35:17.000Z","REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS","19","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_BEER_RATINGS_4","0.9267926113765717","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:35:02.000Z","REG_TEXT_FOOD_BEER_RATINGS","32","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_BEER_RATINGS_4","0.9360122123653042","4","all","TabPFN-v2 🤯","2026-04-23T07:35:02.000Z","REG_TEXT_FOOD_BEER_RATINGS","35","tf-idf","false"
"tabm_REG_TEXT_FOOD_BEER_RATINGS_4","0.9192674267228884","4","all","TabM Ⓜ️","2026-04-23T07:34:59.000Z","REG_TEXT_FOOD_BEER_RATINGS","20","tf-idf","false"
"cat_REG_TEXT_FOOD_BEER_RATINGS_4","0.9276762974825532","4","all","CatBoost 😸","2026-04-23T07:34:49.000Z","REG_TEXT_FOOD_BEER_RATINGS","21","tf-idf","false"
"light_REG_TEXT_FOOD_BEER_RATINGS_4","0.9284684741807694","4","all","LightGBM 💡","2026-04-23T07:34:40.000Z","REG_TEXT_FOOD_BEER_RATINGS","18","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_BEER_RATINGS_3","0.9212521268725398","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:34:26.000Z","REG_TEXT_FOOD_BEER_RATINGS","27","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_BEER_RATINGS_3","0.9139718424838286","3","all","TabPFN-v2 🤯","2026-04-23T07:34:24.000Z","REG_TEXT_FOOD_BEER_RATINGS","31","tf-idf","false"
"tabm_REG_TEXT_FOOD_BEER_RATINGS_3","0.9071774397837816","3","all","TabM Ⓜ️","2026-04-23T07:34:22.000Z","REG_TEXT_FOOD_BEER_RATINGS","22","tf-idf","false"
"cat_REG_TEXT_FOOD_BEER_RATINGS_3","0.9068398778584812","3","all","CatBoost 😸","2026-04-23T07:34:11.000Z","REG_TEXT_FOOD_BEER_RATINGS","23","tf-idf","false"
"light_REG_TEXT_FOOD_BEER_RATINGS_3","0.8998801525668834","3","all","LightGBM 💡","2026-04-23T07:34:03.000Z","REG_TEXT_FOOD_BEER_RATINGS","19","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_BEER_RATINGS_2","0.9479957557501192","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:33:48.000Z","REG_TEXT_FOOD_BEER_RATINGS","28","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_BEER_RATINGS_2","0.9503828485203886","2","all","TabPFN-v2 🤯","2026-04-23T07:33:44.000Z","REG_TEXT_FOOD_BEER_RATINGS","33","tf-idf","false"
"tabm_REG_TEXT_FOOD_BEER_RATINGS_2","0.9349450493157409","2","all","TabM Ⓜ️","2026-04-23T07:33:43.000Z","REG_TEXT_FOOD_BEER_RATINGS","22","tf-idf","false"
"cat_REG_TEXT_FOOD_BEER_RATINGS_2","0.9435476627000364","2","all","CatBoost 😸","2026-04-23T07:33:35.000Z","REG_TEXT_FOOD_BEER_RATINGS","24","tf-idf","false"
"light_REG_TEXT_FOOD_BEER_RATINGS_2","0.9348905513446544","2","all","LightGBM 💡","2026-04-23T07:33:09.000Z","REG_TEXT_FOOD_BEER_RATINGS","27","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_BEER_RATINGS_1","0.954675737667143","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T07:33:05.000Z","REG_TEXT_FOOD_BEER_RATINGS","35","tf-idf","false"
