ResponseName,ReleaseDate,Metacritic,RecommendationCount,IsFree,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial
The Masterplan,Jun 4 2015,68,391,False,False,True,True,False,False,True,False,False,False,False,False,False,False,19.99
Metrocide,Dec 15 2014,68,130,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12.99
Farming Simulator 15,Oct 30 2014,64,8388,False,False,False,False,False,False,False,False,True,False,False,False,False,False,24.99
Blitzkrieg 2 Anthology,Sep 16 2014,75,268,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.99
The Solus Project,Jun 7 2016,68,994,False,False,True,False,True,False,False,False,True,False,False,False,False,False,19.99
Legend of Kay Anniversary,Jul 27 2015,64,0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,19.99
A Vampyre Story,Jul 15 2014,75,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19.99
Deathsmiles,Mar 10 2016,78,158,False,False,True,True,False,False,False,False,False,False,False,False,False,False,19.99
Chess 2: The Sequel,Aug 19 2014,62,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,9.99
Rampage Knights,Sep 4 2015,80,1251,False,False,True,True,True,False,False,True,False,False,False,False,False,False,11.99
Kyn,Jul 28 2015,58,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,19.99
The Sun at Night,Aug 1 2014,59,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,4.99
Oddworld: New n Tasty,Feb 25 2015,87,1379,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Mighty No. 9,Jun 21 2016,51,1579,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Randals Monday,Nov 12 2014,57,424,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
Blackguards 2,Jan 20 2015,74,433,False,False,True,False,True,False,True,True,False,False,False,False,False,False,34.99
Space Hack,Aug 5 2014,63,656,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
Disney TRON: Evolution,Oct 6 2014,57,154,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Bravada,Aug 22 2014,70,0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,9.99
Disney Alice in Wonderland,Oct 6 2014,63,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Shadow Puppeteer,Sep 29 2014,57,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Grim Fandango Remastered,Jan 26 2015,84,2330,False,False,False,False,True,False,False,False,False,False,False,False,False,False,14.99
Calvino Noir,Aug 27 2015,55,126,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Nelly Cootalot: The Fowl Fleet,Mar 22 2016,81,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
Defenders of Time,Nov 4 2014,55,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
Space Hulk Ascension,Nov 12 2014,72,493,False,False,False,False,False,False,True,True,False,False,False,False,False,False,29.99
Guild of Dungeoneering,Jul 14 2015,72,794,False,False,True,False,False,False,False,True,False,False,False,False,False,False,14.99
Company of Heroes 2 - Ardennes Assault,Nov 17 2014,81,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.99
Karmaflow: The Rock Opera Videogame - Act I & Act II,May 6 2015,47,152,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.99
Act of Aggression - Reboot Edition,Sep 2 2015,71,1615,False,False,False,False,False,False,True,False,False,False,False,False,False,False,44.99
Convoy,Apr 21 2015,72,560,False,False,True,True,True,False,True,True,False,False,False,False,False,False,14.99
The Flame in the Flood,Feb 24 2016,73,710,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Chaos Reborn,Oct 26 2015,85,737,False,False,True,False,False,False,True,True,False,False,False,False,False,False,19.99
Disney G-Force,Oct 6 2014,61,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Chariot,Nov 12 2014,76,140,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Odallus: The Dark Call,Jul 15 2015,80,275,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Five Nights at Freddys,Aug 19 2014,78,16575,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4.99
There Came an Echo,Feb 24 2015,58,283,False,False,True,False,False,False,True,False,False,False,False,False,False,False,14.99
The Detail,Oct 28 2014,77,362,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.99
Moon Hunters,Mar 10 2016,62,376,False,False,True,False,True,False,False,True,False,False,False,False,False,False,14.99
Absolute Drift,Jul 29 2015,66,1144,False,False,True,True,False,False,False,False,True,False,False,True,True,False,11.99
Car Mechanic Simulator 2015,Apr 23 2015,68,3420,False,False,False,False,False,False,False,False,True,False,False,False,True,False,19.99
Oscura: Lost Light,Feb 24 2015,66,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.99
Toren,May 11 2015,57,637,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Wings! Remastered Edition,Oct 17 2014,61,251,False,False,False,True,False,False,False,False,True,False,False,False,False,False,14.99
DiRT 3 Complete Edition,Apr 1 2015,86,4529,False,False,False,False,False,False,False,False,True,False,False,True,True,False,29.99
Fist of Jesus,Oct 17 2014,63,527,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Battle Of Europe,Sep 18 2014,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Icewind Dale: Enhanced Edition,Oct 30 2014,80,368,False,False,False,False,True,False,True,True,False,False,False,False,False,False,19.99
Silence of the Sleep,Oct 1 2014,66,275,False,False,True,False,True,False,False,False,False,False,False,False,False,False,16.99
Disorder,Jan 12 2015,61,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
SteamWorld Heist,Jun 7 2016,83,335,False,False,True,True,True,False,True,True,False,False,False,False,False,False,19.99
Guns Gore & Cannoli,Apr 30 2015,74,727,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Dont Starve Together,Apr 21 2016,83,36471,False,False,True,False,True,False,False,False,True,False,False,False,False,False,14.99
Red Goddess: Inner World,Aug 31 2015,53,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
SUPERHOT,Feb 25 2016,82,6264,False,False,True,True,False,False,False,False,False,False,False,False,False,False,24.99
Pure,Oct 6 2014,80,112,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19.99
BLACKHOLE,Feb 27 2015,82,355,False,False,True,True,True,False,False,False,False,False,False,False,False,False,8.99
War the Game,Jan 12 2015,65,307,False,False,True,False,False,False,True,False,False,False,False,False,False,False,6.99
Warhammer 40000: Regicide,Sep 8 2015,72,1290,False,False,True,True,False,False,True,False,False,False,False,False,False,False,14.99
theHunter: Primal,Mar 31 2015,49,3112,False,False,False,True,True,False,False,False,True,False,False,False,False,False,9.99
Subject 13,May 28 2015,59,103,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Tharsis,Jan 11 2016,61,1419,False,False,True,False,False,False,True,True,False,False,False,False,False,False,14.99
Grow Home,Feb 4 2015,75,3217,False,False,True,False,True,True,False,False,False,False,False,False,False,False,7.99
TERA,May 5 2015,77,9834,True,False,False,True,True,False,False,True,False,False,True,False,False,True,0.0
The Magic Circle,Jul 9 2015,79,719,False,False,True,True,True,False,True,False,True,False,False,False,False,False,19.99
Jotun: Valhalla Edition,Sep 29 2015,79,788,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Poltergeist: A Pixelated Horror,Oct 20 2014,70,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,7.99
Decay: The Mare,Feb 13 2015,60,474,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Move or Die,Jan 21 2016,80,2307,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Kalimba,Apr 22 2015,81,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,9.99
CLANNAD,Nov 23 2015,83,620,False,False,False,False,True,True,False,False,False,False,False,False,False,False,49.99
VoidExpanse,Apr 2 2015,59,480,False,False,True,True,False,False,True,True,True,False,False,False,False,False,14.99
Gemini: Heroes Reborn,Jan 18 2016,54,144,False,False,False,True,True,False,False,False,False,False,False,False,False,False,14.99
Impossible Creatures Steam Edition,Nov 11 2015,72,380,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
The Warlock of Firetop Mountain,Aug 30 2016,68,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Parallax,Mar 10 2015,68,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99
Nova-111,Aug 25 2015,68,102,False,False,True,True,True,False,True,False,False,False,False,False,False,False,8.99
Fire,Apr 9 2015,64,228,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99
Sword Coast Legends,Oct 19 2015,61,2754,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19.99
Total War: ATTILA,Feb 17 2015,80,10270,False,False,False,False,False,False,True,False,False,False,False,False,False,False,44.99
Windward,May 12 2015,61,1781,False,False,True,True,True,False,False,True,False,False,False,False,False,False,9.99
Chime Sharp,Jul 19 2016,86,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,14.99
Warhammer Quest,Jan 7 2015,55,490,False,False,False,False,False,False,True,True,False,False,False,False,False,False,14.99
Worms W.M.D,Aug 23 2016,79,681,False,False,False,True,False,False,True,False,False,False,False,False,False,False,29.99
Annas Quest,Jul 2 2015,74,299,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
The Marvellous Miss Take,Nov 20 2014,69,210,False,False,True,True,False,True,False,False,False,False,False,False,False,False,19.99
A Bird Story,Nov 7 2014,66,4324,False,False,True,False,True,False,False,True,False,False,False,False,False,False,3.99
Zenzizenzic,Jul 23 2015,85,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
WASTED,Jun 7 2016,68,541,False,False,True,True,False,False,False,True,False,False,False,False,False,False,12.99
Traverser,Jul 9 2015,61,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Near Death,Aug 2 2016,70,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Ironcast,Mar 26 2015,75,489,False,False,True,False,False,False,True,True,False,False,False,False,False,False,14.99
Tron 2.0,Oct 10 2014,84,219,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Sublevel Zero,Oct 8 2015,70,314,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
I am Bread,Apr 9 2015,60,4066,False,False,True,True,True,False,False,False,True,False,False,False,False,False,12.99
Frozen Synapse Prime,Nov 14 2014,83,236,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24.99
Letter Quest: Grimms Journey,Nov 20 2014,73,292,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
B-17 Flying Fortress: The Mighty 8th,Oct 30 2014,82,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.99
The Deer God,Feb 27 2015,59,347,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.99
The Weaponographist,Apr 29 2015,58,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,9.99
JumpJet Rex,Apr 21 2015,76,270,False,False,True,True,True,False,False,False,False,False,False,False,True,False,9.99
Phantom Breaker: Battle Grounds,Jan 23 2015,64,1639,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.99
Pix the Cat,Jan 29 2015,77,208,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Warlocks vs Shadows,Aug 19 2015,68,262,False,False,True,True,False,False,False,True,False,False,False,False,False,False,13.99
Grandia(r) II Anniversary Edition,Aug 24 2015,80,744,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19.99
Read Only Memories,Oct 6 2015,80,447,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19.99
Disney*Pixar Cars,Feb 24 2015,73,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,19.99
Master Spy,Sep 8 2015,68,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Supreme League of Patriots,Jan 29 2015,56,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.99
Axiom Verge,May 14 2015,80,1497,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
The Next Penelope,May 29 2015,82,161,False,False,True,True,False,False,False,False,False,False,False,False,True,False,12.99
PONCHO,Nov 3 2015,62,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Five Nights at Freddys 2,Nov 10 2014,62,8828,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.99
Sinking Island,Dec 5 2014,68,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.99
Slow Down Bull,Apr 20 2015,65,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,1.99
Epanalepsis,May 21 2015,48,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.99
Franchise Hockey Manager 2,Sep 28 2015,79,102,False,False,True,False,False,False,True,False,True,False,False,True,False,False,19.99
Dirty Bomb(r),June 2015,63,29390,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
A Druids Duel,Feb 25 2015,70,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,7.99
Hektor,Mar 13 2015,55,352,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Extreme Exorcism,Sep 23 2015,75,0,False,False,True,True,True,True,False,False,False,False,False,False,False,False,12.99
Armikrog,Sep 30 2015,57,775,False,False,True,False,True,False,False,False,False,False,False,False,False,False,24.99
Roche Fusion,Jan 23 2015,85,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,12.0
Tormentum - Dark Sorrow,Mar 4 2015,72,808,False,False,True,False,True,True,False,False,False,False,False,False,False,False,11.99
DARK SOULS(tm) II: Scholar of the First Sin,Apr 1 2015,80,12479,False,False,False,True,False,False,False,True,False,False,False,False,False,False,39.99
LISA,Dec 15 2014,78,3620,False,False,True,False,True,False,False,True,False,False,False,False,False,False,9.99
Vietnam 65,Mar 5 2015,81,144,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Shardlight,Mar 8 2016,75,115,False,False,True,False,True,False,False,True,False,False,False,False,False,False,14.99
Bloodsports.TV,Mar 30 2015,69,282,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99
Redux: Dark Matters,Dec 12 2014,61,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,12.99
Deus Ex: Mankind Divided,Aug 23 2016,82,9101,False,False,False,True,False,False,False,True,False,False,False,False,False,False,59.99
Zombie Vikings,Dec 7 2015,74,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,11.99
Star Hammer: The Vanguard Prophecy,Jun 4 2015,69,0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,19.99
Avernum 2: Crystal Souls,Jan 14 2015,78,0,False,False,True,False,True,False,True,True,False,False,False,False,False,False,19.99
Venetica - Gold Edition,Jan 23 2015,61,156,False,False,True,True,True,False,False,True,False,False,False,False,False,False,9.99
Harold,Feb 12 2015,70,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,9.99
Dead Synchronicity: Tomorrow Comes Today,Apr 10 2015,70,256,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
Oceanhorn: Monster of Uncharted Seas,Mar 17 2015,73,986,False,False,True,True,True,False,False,True,False,False,False,False,False,False,14.99
ZOMBI,Aug 18 2015,65,953,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
A Pixel Story,Mar 30 2015,74,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,11.99
Paperbound,Mar 31 2015,68,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
The Moment of Silence,Mar 27 2015,70,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Overclocked: A History of Violence,Apr 3 2015,70,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Headlander,Jul 25 2016,76,142,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
FINAL FANTASY TYPE-0(tm) HD,Aug 18 2015,69,1876,False,False,False,True,False,False,False,True,False,False,False,False,False,False,29.99
Keep Talking and Nobody Explodes,Oct 8 2015,67,2613,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.99
Hatred,Jun 1 2015,43,4120,False,False,True,True,False,False,False,False,False,False,False,False,False,False,8.99
Sym,May 7 2015,61,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.99
15 Days,Apr 1 2015,63,0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99
Overture,Feb 2 2015,76,683,False,False,True,True,True,True,True,True,False,False,False,False,False,False,4.99
Kholat,Jun 9 2015,64,1123,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
Ghost Pirates of Vooju Island,Jan 27 2015,66,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,9.99
Magnetic: Cage Closed,May 26 2015,61,139,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Three Fourths Home: Extended Edition,Mar 20 2015,77,134,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.99
Big Pharma,Aug 27 2015,72,639,False,False,True,False,False,False,True,False,True,False,False,False,False,False,24.99
Victor Vran ARPG,Jul 24 2015,75,1928,False,False,True,True,True,False,False,True,False,False,False,False,False,False,19.99
Lumo,May 24 2016,76,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
RIDE,Mar 27 2015,68,906,False,False,False,False,False,False,False,False,True,False,False,True,True,False,39.99
I Cant Escape: Darkness,Sep 17 2015,40,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,11.99
Shadowrun: Hong Kong - Extended Edition,Aug 20 2015,81,1422,False,False,True,False,True,False,True,True,False,False,False,False,False,False,19.99
Pneuma: Breath of Life,Feb 27 2015,63,128,False,False,True,False,True,False,False,False,False,False,False,False,False,False,19.99
Mayan Death Robots,Nov 20 2015,69,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Perils of Man,Apr 28 2015,61,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Fairy Fencer F,Aug 4 2015,66,1623,False,False,False,False,False,False,False,True,False,False,False,False,False,False,29.99
Beyond Sol,Oct 13 2015,83,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,10.99
FIM Speedway Grand Prix 15,Nov 30 2015,68,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,24.99
ARMED SEVEN,Mar 6 2015,67,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
La-Mulana,Apr 15 2013,80,1358,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Wolfenstein: The Old Blood,May 4 2015,76,3480,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
No Pineapple Left Behind,Feb 18 2016,59,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,9.99
TransOcean 2: Rivals,May 10 2016,69,306,False,False,False,False,False,False,True,False,True,False,False,False,False,False,24.99
The Bug Butcher,Jan 19 2016,81,700,False,False,True,True,False,False,False,False,False,False,False,False,False,False,7.99
Planet of the Eyes,Aug 24 2015,66,208,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
The Corporate Machine,Mar 25 2015,80,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,9.99
Ceres,Oct 16 2015,74,0,False,False,True,True,False,False,True,True,True,False,False,False,False,False,19.99
Valhalla Hills,Dec 2 2015,69,343,False,False,True,False,False,False,True,False,True,False,False,False,False,False,29.99
The Descendant,Mar 24 2016,59,109,False,False,True,False,True,True,False,False,False,False,False,False,False,False,2.99
Tales of Zestiria,Oct 19 2015,77,2937,False,False,False,False,False,False,False,True,False,False,False,False,False,False,49.99
Fair Strike,Apr 23 2015,56,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3.99
The Westport Independent,Jan 21 2016,63,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.99
LEGO(r) Jurassic World,Jun 11 2015,72,1659,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99
Stephens Sausage Roll,Apr 17 2016,90,132,False,False,True,False,False,False,False,False,False,False,False,False,False,False,29.99
Train Valley,Sep 16 2015,69,423,False,False,True,False,False,True,True,False,True,False,False,False,False,False,9.99
The Deadly Tower of Monsters,Jan 19 2016,73,378,False,False,True,True,True,False,False,False,False,False,False,False,False,False,14.99
Five Nights at Freddys 3,Mar 2 2015,68,5803,False,False,True,True,False,False,False,False,True,False,False,False,False,False,7.99
WRC 5 FIA World Rally Championship,Oct 8 2015,65,364,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39.99
Tadpole Treble,Sep 2 2016,90,114,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
MISSING: An Interactive Thriller - Episode One,May 25 2015,63,567,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0
Echoes Of Aetheria,Jan 15 2016,77,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,14.99
Blood Alloy: Reborn,Mar 2 2016,49,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,12.99
Last Word,May 8 2015,67,178,False,False,True,False,True,True,False,True,False,False,False,False,False,False,9.99
Space Run Galaxy,Jun 17 2016,77,334,False,False,True,False,False,False,True,False,False,False,False,False,False,False,19.99
Sheltered,Mar 15 2016,62,1676,False,False,True,False,False,False,True,True,False,False,False,False,False,False,14.99
Beyond Eyes,Aug 11 2015,60,340,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Time Machine VR,May 19 2016,58,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,29.99
Tony Tough and the Night of Roasted Moths,May 7 2015,68,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,9.99
Interloper,May 21 2015,77,201,False,False,True,False,False,False,True,False,False,False,False,False,False,False,11.99
Party Hard,Aug 25 2015,66,2456,False,False,True,True,False,False,True,False,False,False,False,False,False,False,12.89
Galacide,Jul 28 2015,76,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
The Collider 2,Apr 19 2016,70,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,9.99
Excubitor,May 26 2016,69,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,14.99
Cobalt,Feb 2 2016,69,487,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Inside My Radio,May 11 2015,68,182,False,False,True,True,False,True,False,False,False,False,False,False,False,False,14.99
D4: Dark Dreams Dont Die -Season One-,Jun 5 2015,67,997,False,False,True,False,True,True,False,False,False,False,False,False,False,False,14.99
Shadow Warrior (Classic),May 5 2014,73,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
Gryphon Knight Epic,Aug 20 2015,55,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Luckslinger,Jul 16 2015,76,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Good Robot,Apr 5 2016,69,128,False,False,True,True,False,False,False,True,False,False,False,False,False,False,9.99
MX vs. ATV Unleashed,Apr 16 2015,71,157,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9.99
Lethis - Path of Progress,Jun 25 2015,65,394,False,False,True,False,False,False,True,False,True,False,False,False,False,False,19.99
Elite Dangerous,Apr 2 2015,80,17106,False,False,False,True,True,False,True,True,True,False,False,False,False,True,29.99
Uncanny Valley,Apr 23 2015,67,235,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Independence War(r) 2: Edge of Chaos,May 7 2015,83,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,5.99
The Incredible Adventures of Van Helsing III,May 22 2015,64,459,False,False,True,True,True,False,False,True,False,False,False,False,False,False,14.99
Into the Stars,Mar 4 2016,61,333,False,False,True,True,True,False,True,False,True,False,False,False,False,False,19.99
Downwell,Oct 15 2015,84,2302,False,False,True,True,True,False,False,False,False,False,False,False,False,False,2.99
Lumini,Sep 3 2015,69,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,12.99
COAST GUARD,Oct 21 2015,47,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,14.99
Mother Russia Bleeds,Sep 5 2016,72,682,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Cradle,Jul 24 2015,65,844,False,False,True,False,True,False,False,False,False,False,False,False,False,False,12.99
Lakeview Cabin Collection,Apr 9 2015,70,501,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99
Fran Bow,Aug 27 2015,70,1639,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Black Mesa,May 5 2015,86,5739,False,False,True,True,True,False,False,False,False,True,False,False,False,False,19.99
Leap of Fate,Mar 30 2016,80,132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.99
Mega Man Legacy Collection / rotsukuman kurashitsukusu korekushiyon,Aug 24 2015,85,876,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99
Goliath,May 12 2016,57,177,False,False,True,True,True,False,False,True,False,False,False,False,False,False,19.99
Holy Potatoes! A Weapon Shop?!,Jul 13 2015,69,754,False,False,True,False,False,False,False,False,True,False,False,False,False,False,14.99
Battlefleet Gothic: Armada,Apr 21 2016,77,2429,False,False,False,False,False,False,True,False,False,False,False,False,False,False,39.99
Total War: WARHAMMER,May 24 2016,86,18583,False,False,False,True,False,False,True,False,False,False,False,False,False,False,59.99
Downfall,Feb 15 2016,75,227,False,False,True,False,True,False,False,False,False,False,False,False,False,False,13.99
LOUD on Planet X,Apr 19 2016,72,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,7.99
Hacknet,Aug 12 2015,82,3577,False,False,True,False,False,False,False,False,True,False,False,False,False,False,9.99
Ravenmark: Scourge of Estellion,Sep 10 2015,75,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,14.99
OlliOlli2: Welcome to Olliwood,Aug 11 2015,82,223,False,False,True,True,False,False,False,False,False,False,False,True,False,False,14.99
Volume,Aug 18 2015,80,265,False,False,True,True,False,False,False,False,False,False,False,False,False,False,19.99
Company of Heroes 2 - The British Forces,Sep 2 2015,80,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12.99
Heroes of Normandie,Oct 1 2015,65,123,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.99
Seasons after Fall,Sep 2 2016,76,219,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Magical Eyes - Red is for Anguish,Mar 30 2016,77,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,14.99
Mighty Switch Force! Hyper Drive Edition,Jun 25 2015,85,165,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Poly Bridge,Jul 12 2016,73,1117,False,False,True,False,False,False,False,False,True,False,False,False,False,False,11.99
Dragons Dogma: Dark Arisen,Jan 15 2016,81,5853,False,False,False,True,True,False,False,True,False,False,False,False,False,False,29.99
Skyshines BEDLAM,Sep 16 2015,67,573,False,False,True,True,False,False,True,False,False,False,False,False,False,False,19.99
Aurion: Legacy of the Kori-Odan,Apr 14 2016,69,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,19.99
Her Story,Jun 24 2015,86,2975,False,False,True,False,True,False,False,False,True,False,False,False,False,False,5.99
Assassins Creed(r) Syndicate,Nov 18 2015,74,3808,False,False,False,True,True,False,False,False,False,False,False,False,False,False,39.99
Obliteracers,Feb 23 2016,78,153,False,False,True,True,False,False,False,False,False,False,False,False,True,False,14.99
AR-K: The Great Escape,Jul 14 2015,78,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,7.99
Slain: Back from Hell,Mar 24 2016,75,601,False,False,True,True,False,False,False,False,False,False,False,False,False,False,12.99
