lea"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7222748161764706","15","CatBoost 😸","4","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:15:21.000Z"
"light_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7119715073529411","15","LightGBM 💡","4","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:10:40.000Z"
"tabpfnv2p5_BIN_TEXT_KICKSTARTER_FUNDING_3","0.7304980468750001","15","TabPFN-v2p5 🇩🇪","3","all","","n309","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:06:12.000Z"
"tabpfnv2_BIN_TEXT_KICKSTARTER_FUNDING_3","0.7195881204044117","15","TabPFN-v2 🤯","3","all","","n307","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T20:02:19.000Z"
"tabm_BIN_TEXT_KICKSTARTER_FUNDING_3","0.72802734375","15","TabM Ⓜ️","3","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:57:48.000Z"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_3","0.7149643841911764","15","CatBoost 😸","3","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:56:44.000Z"
"light_BIN_TEXT_KICKSTARTER_FUNDING_3","0.7131169577205881","15","LightGBM 💡","3","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:51:02.000Z"
"tabpfnv2p5_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7621467141544117","15","TabPFN-v2p5 🇩🇪","2","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:44:55.000Z"
"tabpfnv2_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7493956801470589","15","TabPFN-v2 🤯","2","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:41:30.000Z"
"tabm_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7643899356617648","15","TabM Ⓜ️","2","all","","n309","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:36:21.000Z"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7526275275735295","15","CatBoost 😸","2","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:35:34.000Z"
"light_BIN_TEXT_KICKSTARTER_FUNDING_2","0.72896484375","15","LightGBM 💡","2","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:33:23.000Z"
"tabpfnv2p5_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7404428998161763","15","TabPFN-v2p5 🇩🇪","1","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:29:45.000Z"
"tabpfnv2_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7263855698529413","15","TabPFN-v2 🤯","1","all","","n309","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:27:37.000Z"
"tabm_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7291590073529413","15","TabM Ⓜ️","1","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:22:24.000Z"
"light_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7095381433823529","15","LightGBM 💡","1","all","","n305","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:12:03.000Z"
"tabpfnv2p5_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7365303308823529","15","TabPFN-v2p5 🇩🇪","0","all","","n306","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:09:58.000Z"
"tabpfnv2_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7197254136029411","15","TabPFN-v2 🤯","0","all","","n305","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:06:39.000Z"
"tabm_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7381617647058824","15","TabM Ⓜ️","0","all","","n305","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T19:05:40.000Z"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7216337316176471","15","CatBoost 😸","0","all","","n309","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T18:59:31.000Z"
"light_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7176183363970589","15","LightGBM 💡","0","all","","n305","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-11T18:57:01.000Z"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_4","0.8353126800398051","15","TabPFN-v2p5 🇩🇪","4","all","","n305","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:54:09.000Z"
"tabpfnv2_BIN_TEXT_JIGSAW_TOXICITY_4","0.8322727352083661","15","TabPFN-v2 🤯","4","all","","n307","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:52:31.000Z"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_4","0.8312601476981094","15","TabM Ⓜ️","4","all","","n307","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:49:48.000Z"
"cat_BIN_TEXT_JIGSAW_TOXICITY_4","0.8213525026624068","15","CatBoost 😸","4","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:48:27.000Z"
"light_BIN_TEXT_JIGSAW_TOXICITY_4","0.79999650831893","15","LightGBM 💡","4","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:45:39.000Z"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_3","0.81424693168526","15","TabPFN-v2p5 🇩🇪","3","all","","n309","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:39:19.000Z"
"tabpfnv2_BIN_TEXT_JIGSAW_TOXICITY_3","0.8067747341957785","15","TabPFN-v2 🤯","3","all","","n309","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:36:21.000Z"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_3","0.8162721067057733","15","TabM Ⓜ️","3","all","","n309","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:33:34.000Z"
"cat_BIN_TEXT_JIGSAW_TOXICITY_3","0.806294628048674","15","CatBoost 😸","3","all","","n305","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:32:28.000Z"
"light_BIN_TEXT_JIGSAW_TOXICITY_3","0.7788587440423191","15","LightGBM 💡","3","all","","n309","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:30:35.000Z"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_2","0.822439288395398","15","TabPFN-v2p5 🇩🇪","2","all","","n305","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:26:46.000Z"
"tabpfnv2_BIN_TEXT_JIGSAW_TOXICITY_2","0.8120864540232896","15","TabPFN-v2 🤯","2","all","","n307","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:25:36.000Z"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_2","0.8227055290769743","15","TabM Ⓜ️","2","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:23:22.000Z"
"cat_BIN_TEXT_JIGSAW_TOXICITY_2","0.8068620262225249","15","CatBoost 😸","2","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:20:40.000Z"
"light_BIN_TEXT_JIGSAW_TOXICITY_2","0.7893119642451858","15","LightGBM 💡","2","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:18:03.000Z"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_1","0.8029447965222856","15","TabPFN-v2p5 🇩🇪","1","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:15:10.000Z"
"tabpfnv2_BIN_TEXT_JIGSAW_TOXICITY_1","0.7946302309747029","15","TabPFN-v2 🤯","1","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:12:28.000Z"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_1","0.7918172454128038","15","TabM Ⓜ️","1","all","","n309","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:10:56.000Z"
"cat_BIN_TEXT_JIGSAW_TOXICITY_1","0.7803732607063671","15","CatBoost 😸","1","all","","n305","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:08:54.000Z"
"light_BIN_TEXT_JIGSAW_TOXICITY_1","0.7553553658408841","15","LightGBM 💡","1","all","","n305","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:06:17.000Z"
"tabpfnv2p5_BIN_TEXT_JIGSAW_TOXICITY_0","0.7785226697393459","15","TabPFN-v2p5 🇩🇪","0","all","","n309","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:04:54.000Z"
"tabpfnv2_BIN_TEXT_JIGSAW_TOXICITY_0","0.7729970844463068","15","TabPFN-v2 🤯","0","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T18:02:59.000Z"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_0","0.7836728993173763","15","TabM Ⓜ️","0","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T17:59:45.000Z"
"cat_BIN_TEXT_JIGSAW_TOXICITY_0","0.7667207877232493","15","CatBoost 😸","0","all","","n306","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T17:55:06.000Z"
"light_BIN_TEXT_JIGSAW_TOXICITY_0","0.7530683147401316","15","LightGBM 💡","0","all","","n307","BIN_TEXT_JIGSAW_TOXICITY","2026-04-11T17:49:18.000Z"
"tabpfnv2p5_BIN_TEXT_FAKE_JOB_POSTING_4","0.9298416940789472","15","TabPFN-v2p5 🇩🇪","4","all","","n307","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:45:12.000Z"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_4","0.9119037828947368","15","TabPFN-v2 🤯","4","all","","n306","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:41:50.000Z"
"tabm_BIN_TEXT_FAKE_JOB_POSTING_4","0.9168379934210524","15","TabM Ⓜ️","4","all","","n306","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:39:39.000Z"
"cat_BIN_TEXT_FAKE_JOB_POSTING_4","0.8846628289473683","15","CatBoost 😸","4","all","","n306","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:36:10.000Z"
"light_BIN_TEXT_FAKE_JOB_POSTING_4","0.9002290883458647","15","LightGBM 💡","4","all","","n305","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:32:39.000Z"
"tabpfnv2p5_BIN_TEXT_FAKE_JOB_POSTING_3","0.9583675986842104","15","TabPFN-v2p5 🇩🇪","3","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:31:10.000Z"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_3","0.928931214755639","15","TabPFN-v2 🤯","3","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:26:58.000Z"
"tabm_BIN_TEXT_FAKE_JOB_POSTING_3","0.9588815789473684","15","TabM Ⓜ️","3","all","","n307","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:22:54.000Z"
"cat_BIN_TEXT_FAKE_JOB_POSTING_3","0.8991864426691729","15","CatBoost 😸","3","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:17:27.000Z"
"light_BIN_TEXT_FAKE_JOB_POSTING_3","0.9221687030075189","15","LightGBM 💡","3","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:15:06.000Z"
"light_REG_IMAGE_PAINTING_PRICE_3","0.18763258658771545","15","LightGBM 💡","3","all","","n309","REG_IMAGE_PAINTING_PRICE","2026-04-11T17:11:25.000Z"
"tabpfnv2p5_BIN_TEXT_FAKE_JOB_POSTING_2","0.9520089285714284","15","TabPFN-v2p5 🇩🇪","2","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:07:31.000Z"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_2","0.9476033834586466","15","TabPFN-v2 🤯","2","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T17:03:20.000Z"
"tabm_BIN_TEXT_FAKE_JOB_POSTING_2","0.9241658834586466","15","TabM Ⓜ️","2","all","","n305","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:59:34.000Z"
"cat_BIN_TEXT_FAKE_JOB_POSTING_2","0.9261777490601504","15","CatBoost 😸","2","all","","n305","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:55:28.000Z"
"light_BIN_TEXT_FAKE_JOB_POSTING_2","0.9375","15","LightGBM 💡","2","all","","n305","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:48:39.000Z"
"tabpfnv2p5_BIN_TEXT_FAKE_JOB_POSTING_1","0.9376541940789472","15","TabPFN-v2p5 🇩🇪","1","all","","n306","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:43:50.000Z"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_1","0.9060737781954886","15","TabPFN-v2 🤯","1","all","","n307","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:42:05.000Z"
"tabm_BIN_TEXT_FAKE_JOB_POSTING_1","0.936530780075188","15","TabM Ⓜ️","1","all","","n307","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:38:05.000Z"
"cat_BIN_TEXT_FAKE_JOB_POSTING_1","0.9026668233082706","15","CatBoost 😸","1","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:34:30.000Z"
"light_BIN_TEXT_FAKE_JOB_POSTING_1","0.9151345159774436","15","LightGBM 💡","1","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:30:40.000Z"
"tabpfnv2p5_BIN_TEXT_FAKE_JOB_POSTING_0","0.9517739661654134","15","TabPFN-v2p5 🇩🇪","0","all","","n309","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:26:34.000Z"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_0","0.9368171405075189","15","TabPFN-v2 🤯","0","all","","n307","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:24:31.000Z"
"tabm_BIN_TEXT_FAKE_JOB_POSTING_0","0.9528459821428572","15","TabM Ⓜ️","0","all","","n307","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:20:30.000Z"
"cat_BIN_TEXT_FAKE_JOB_POSTING_0","0.9088492716165414","15","CatBoost 😸","0","all","","n305","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:15:15.000Z"
"light_BIN_TEXT_FAKE_JOB_POSTING_0","0.9182624530075189","15","LightGBM 💡","0","all","","n306","BIN_TEXT_FAKE_JOB_POSTING","2026-04-11T16:12:49.000Z"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_4","0.34285654548425437","15","TabPFN-v2p5 🇩🇪","4","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T16:07:58.000Z"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_4","0.28389605084558156","15","TabPFN-v2 🤯","4","all","","n307","REG_IMAGE_PAINTING_PRICE","2026-04-11T16:02:43.000Z"
"tabm_REG_IMAGE_PAINTING_PRICE_4","0.38412385051081765","15","TabM Ⓜ️","4","all","","n309","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:54:57.000Z"
"cat_REG_IMAGE_PAINTING_PRICE_4","0.3353204416878831","15","CatBoost 😸","4","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:51:20.000Z"
"light_REG_IMAGE_PAINTING_PRICE_4","0.33448240381911376","15","LightGBM 💡","4","all","","n309","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:45:56.000Z"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_3","0.2834325125987066","15","TabPFN-v2p5 🇩🇪","3","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:36:11.000Z"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_3","0.17252410039846466","15","TabPFN-v2 🤯","3","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:33:14.000Z"
"tabm_REG_IMAGE_PAINTING_PRICE_3","0.2249778052782394","15","TabM Ⓜ️","3","all","","n306","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:25:11.000Z"
"cat_REG_IMAGE_PAINTING_PRICE_3","0.19983071954357343","15","CatBoost 😸","3","all","","n307","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:21:36.000Z"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_2","0.2952227954617038","15","TabPFN-v2p5 🇩🇪","2","all","","n306","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:11:19.000Z"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_2","0.27496792668404924","15","TabPFN-v2 🤯","2","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T15:05:39.000Z"
"tabm_REG_IMAGE_PAINTING_PRICE_2","0.2483856311834569","15","TabM Ⓜ️","2","all","","n307","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:58:30.000Z"
"cat_REG_IMAGE_PAINTING_PRICE_2","0.24824435031900371","15","CatBoost 😸","2","all","","n306","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:56:14.000Z"
"light_REG_IMAGE_PAINTING_PRICE_2","0.23031825893735547","15","LightGBM 💡","2","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:51:36.000Z"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_1","0.3254808011778124","15","TabPFN-v2p5 🇩🇪","1","all","","n307","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:40:56.000Z"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_1","0.259939128512388","15","TabPFN-v2 🤯","1","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:39:02.000Z"
"tabm_REG_IMAGE_PAINTING_PRICE_1","0.318756183109546","15","TabM Ⓜ️","1","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:34:43.000Z"
"cat_REG_IMAGE_PAINTING_PRICE_1","0.2850193395454309","15","CatBoost 😸","1","all","","n309","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:28:54.000Z"
"light_REG_IMAGE_PAINTING_PRICE_1","0.2619365318568093","15","LightGBM 💡","1","all","","n309","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:22:13.000Z"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_0","0.40772844751336845","15","TabPFN-v2p5 🇩🇪","0","all","","n307","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:19:25.000Z"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_0","0.3903083852160972","15","TabPFN-v2 🤯","0","all","","n306","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:07:53.000Z"
"tabm_REG_IMAGE_PAINTING_PRICE_0","0.4298661483826556","15","TabM Ⓜ️","0","all","","n305","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:07:08.000Z"
"cat_REG_IMAGE_PAINTING_PRICE_0","0.31277064188956416","15","CatBoost 😸","0","all","","n306","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:04:31.000Z"
"light_REG_IMAGE_PAINTING_PRICE_0","0.33158362290914345","15","LightGBM 💡","0","all","","n306","REG_IMAGE_PAINTING_PRICE","2026-04-11T14:03:09.000Z"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_4","0.4229477414728683","15","TabPFN-v2p5 🇩🇪","4","all","","n305","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T14:01:55.000Z"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_4","0.3635008240253865","15","TabPFN-v2 🤯","4","all","","n306","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:59:13.000Z"
"tabm_REG_IMAGE_MKPHOTO_BOTS_4","0.39833160514133537","15","TabM Ⓜ️","4","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:56:50.000Z"
"cat_REG_IMAGE_MKPHOTO_BOTS_4","0.3809464462525537","15","CatBoost 😸","4","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:55:38.000Z"
"light_REG_IMAGE_MKPHOTO_BOTS_4","0.3746990698934398","15","LightGBM 💡","4","all","","n305","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:53:24.000Z"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_3","0.35004778336877307","15","TabPFN-v2p5 🇩🇪","3","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:50:50.000Z"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_3","0.30417072966876213","15","TabPFN-v2 🤯","3","all","","n305","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:48:50.000Z"
"tabm_REG_IMAGE_MKPHOTO_BOTS_3","0.3123843615811177","15","TabM Ⓜ️","3","all","","n307","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:48:14.000Z"
"cat_REG_IMAGE_MKPHOTO_BOTS_3","0.3567940942454788","15","CatBoost 😸","3","all","","n306","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:46:36.000Z"
"light_REG_IMAGE_MKPHOTO_BOTS_3","0.3394560661163326","15","LightGBM 💡","3","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:44:54.000Z"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_2","0.3661487896512957","15","TabPFN-v2p5 🇩🇪","2","all","","n307","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:43:59.000Z"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_2","0.3120461556206854","15","TabPFN-v2 🤯","2","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:41:27.000Z"
"tabm_REG_IMAGE_MKPHOTO_BOTS_2","0.34505949992468565","15","TabM Ⓜ️","2","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:40:37.000Z"
"cat_REG_IMAGE_MKPHOTO_BOTS_2","0.3204975322996164","15","CatBoost 😸","2","all","","n306","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:38:08.000Z"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.3149459363577969","15","LightGBM 💡","2","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:37:21.000Z"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_1","0.38142868361917526","15","TabPFN-v2p5 🇩🇪","1","all","","n306","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:36:20.000Z"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_1","0.33508148888812916","15","TabPFN-v2 🤯","1","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:35:07.000Z"
"tabm_REG_IMAGE_MKPHOTO_BOTS_1","0.3597687564244004","15","TabM Ⓜ️","1","all","","n306","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:32:28.000Z"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.3603206592161779","15","CatBoost 😸","1","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:31:45.000Z"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.3148539421771912","15","LightGBM 💡","1","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:29:11.000Z"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_0","0.33284604409523144","15","TabPFN-v2p5 🇩🇪","0","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:27:57.000Z"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_0","0.27578607694440493","15","TabPFN-v2 🤯","0","all","","n309","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:26:39.000Z"
"tabm_REG_IMAGE_MKPHOTO_BOTS_0","0.25977193936803744","15","TabM Ⓜ️","0","all","","n307","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:25:14.000Z"
"cat_REG_IMAGE_MKPHOTO_BOTS_0","0.28385630556797625","15","CatBoost 😸","0","all","","n305","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:24:57.000Z"
"light_REG_IMAGE_MKPHOTO_BOTS_0","0.27630048166941334","15","LightGBM 💡","0","all","","n305","REG_IMAGE_MKPHOTO_BOTS","2026-04-11T13:24:08.000Z"
"tabpfnv2p5_REG_IMAGE_MANGO_MASS_4","0.47859177342197823","15","TabPFN-v2p5 🇩🇪","4","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:23:51.000Z"
"tabpfnv2_REG_IMAGE_MANGO_MASS_4","0.4554261427178796","15","TabPFN-v2 🤯","4","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:23:29.000Z"
"tabm_REG_IMAGE_MANGO_MASS_4","0.5183941508634802","15","TabM Ⓜ️","4","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:23:11.000Z"
"cat_REG_IMAGE_MANGO_MASS_4","0.4384140640421011","15","CatBoost 😸","4","all","","n307","REG_IMAGE_MANGO_MASS","2026-04-11T13:22:28.000Z"
"light_REG_IMAGE_MANGO_MASS_4","0.3520172775914273","15","LightGBM 💡","4","all","","n309","REG_IMAGE_MANGO_MASS","2026-04-11T13:21:56.000Z"
"tabpfnv2p5_REG_IMAGE_MANGO_MASS_3","0.5497975329341591","15","TabPFN-v2p5 🇩🇪","3","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:21:36.000Z"
"tabpfnv2_REG_IMAGE_MANGO_MASS_3","0.5486202961408474","15","TabPFN-v2 🤯","3","all","","n309","REG_IMAGE_MANGO_MASS","2026-04-11T13:21:18.000Z"
"tabm_REG_IMAGE_MANGO_MASS_3","0.4656140158295956","15","TabM Ⓜ️","3","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:20:57.000Z"
"cat_REG_IMAGE_MANGO_MASS_3","0.4750848658246634","15","CatBoost 😸","3","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:20:39.000Z"
"light_REG_IMAGE_MANGO_MASS_3","0.4010945158727943","15","LightGBM 💡","3","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:20:22.000Z"
"tabpfnv2p5_REG_IMAGE_MANGO_MASS_2","0.6023256120089665","15","TabPFN-v2p5 🇩🇪","2","all","","n305","REG_IMAGE_MANGO_MASS","2026-04-11T13:19:59.000Z"
"tabpfnv2_REG_IMAGE_MANGO_MASS_2","0.5606531510680121","15","TabPFN-v2 🤯","2","all","","n309","REG_IMAGE_MANGO_MASS","2026-04-11T13:19:39.000Z"
"tabm_REG_IMAGE_MANGO_MASS_2","0.6123071404524701","15","TabM Ⓜ️","2","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:19:19.000Z"
"cat_REG_IMAGE_MANGO_MASS_2","0.5213492228343597","15","CatBoost 😸","2","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:18:50.000Z"
"light_REG_IMAGE_MANGO_MASS_2","0.5263444928830101","15","LightGBM 💡","2","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:18:23.000Z"
"tabpfnv2p5_REG_IMAGE_MANGO_MASS_1","0.5233662215575596","15","TabPFN-v2p5 🇩🇪","1","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:18:13.000Z"
"tabpfnv2_REG_IMAGE_MANGO_MASS_1","0.5369214106973134","15","TabPFN-v2 🤯","1","all","","n306","REG_IMAGE_MANGO_MASS","2026-04-11T13:17:36.000Z"
